"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1951045328884605261","Thu Jul 31 22:20:29 +0000 2025","0","BELINYA DISINI.. Bendera Merah Putih Katun Tebal Bahan Katun Premium Berkualitas Ukuran 60x90cm | 80x120cm | 100x150cm https://t.co/gF3GZKUPR7","1951045328884605261","","","in","","0","0","0","https://x.com/undefined/status/1951045328884605261","1890680669229178880",
"1951044903309549805","Thu Jul 31 22:18:48 +0000 2025","0","BELI DISINI YA.. BACKGROUND KIPAS 5 GELOMBANG (4 METER) https://t.co/Tc26YJN5ED","1951044903309549805","","","in","","0","0","0","https://x.com/undefined/status/1951044903309549805","1890680669229178880",
"1951043301307515178","Thu Jul 31 22:12:26 +0000 2025","0","Rak Hijab Rak Kerudung Rak Jilbab Multifungsi/Rak Amazing Rak Sepatu 10 Tingkat Tanpa Cover Ukuran 51 x 24 x 140 cm https://t.co/dfDeyBl1QW","1951043301307515178","","","in","","0","0","0","https://x.com/undefined/status/1951043301307515178","973077666",
"1951043231803908118","Thu Jul 31 22:12:09 +0000 2025","0","Rak Hijab Rak Kerudung Rak Jilbab Multifungsi/Rak Amazing Rak Sepatu 10 Tingkat Tanpa Cover Ukuran 51 x 24 x 140 cm https://t.co/dfDeyBlzGu","1951043231803908118","","","in","","0","0","0","https://x.com/undefined/status/1951043231803908118","973077666",
"1951043225415983370","Thu Jul 31 22:12:08 +0000 2025","0","Handuk Keramas Model Kancing Topi Pita Import Microfiber Handuk Pengering Rambut Head Towel https://t.co/UftyhmBDxm","1951043225415983370","","","in","","0","0","0","https://x.com/undefined/status/1951043225415983370","973077666",
"1951041403926224953","Thu Jul 31 22:04:53 +0000 2025","0","BELINYA DISINI... TOPI RIMBA MERAH PUTIH INDONESIA TOPI KEMERDEKAAN INDONESIA TOPI HUT RI 2025 TOPI 17 AGUSTUSAN TOPI DIRGAHAYU INDONESIA https://t.co/GscSqXZOQq","1951041403926224953","","","in","","0","0","0","https://x.com/undefined/status/1951041403926224953","1890680669229178880",
"1951041204675825753","Thu Jul 31 22:04:06 +0000 2025","0","NUTRIFARM PREMIUM MATCHA POWDER 270G MATCHA BUBUK ORGANIK https://t.co/UZObNSr9Fd","1951041204675825753","","","in","","0","0","0","https://x.com/undefined/status/1951041204675825753","973077666",
"1951041161763889443","Thu Jul 31 22:03:56 +0000 2025","0","BELINYA DISINI.. Topi Pria Wanita Baseball Distro Polos NYS Bordir Brosville Jeans Casual Cap Unisex Outfit Fashion Trendy Hitam Merah https://t.co/qFKkZzk8PH","1951041161763889443","","","in","","0","0","0","https://x.com/undefined/status/1951041161763889443","1890680669229178880",
"1951041077143806095","Thu Jul 31 22:03:36 +0000 2025","1","gojek mana yak... https://t.co/2n4nbjR638","1951041077143806095","https://pbs.twimg.com/media/GxN9giaaIAMp8kg.jpg","","in","","0","0","0","https://x.com/undefined/status/1951041077143806095","1499739384685666307",
"1951040968360108509","Thu Jul 31 22:03:10 +0000 2025","0","NUTRIFARM PREMIUM MATCHA POWDER 270G MATCHA BUBUK ORGANIK https://t.co/UZObNSqBPF","1951040968360108509","","","in","","0","0","0","https://x.com/undefined/status/1951040968360108509","973077666",
"1951040447423594530","Thu Jul 31 22:01:05 +0000 2025","0","sumpah belum dapet gojek","1951040447423594530","","","in","","0","0","0","https://x.com/undefined/status/1951040447423594530","1499739384685666307",
